개방자치단체코드,관리번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분명,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3040000,2.0243E+17,뚝섬한강공원-45,가로등c21_2,서울특별시,광진구,편의시설,서울특별시 광진구,,,서울특별시 광진구 강변북로 139,,과학기술정보통신부(LGU+),1544-8585,37.528556,127.074161,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광장종합사회복지관,실내,서울특별시,광진구,서민·복지시설,과학기술정보통신부,,,서울특별시 광진구 아차산로66길 8(광장동),,과학기술정보통신부,1588-9010,37.541108,127.097339,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진정보도서관,영상감상실,서울특별시,광진구,지역문화시설,과학기술정보통신부,,,서울특별시 광진구 아차산로 78길 90,,과학기술정보통신부,1544-8585,37.551084,127.11057,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구청(미가로) (옥외17),CCTV생활방범-015,서울특별시,광진구,관광,과학기술정보통신부,,,서울특별시 광진구 아차산로57길 14(구의동),,과학기술정보통신부,1588-9010,37.5390891,127.088309,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,자양유수지체육시설,체육관 입구,서울특별시,광진구,지역문화시설,서울특별시 광진구,,,서울특별시 광진구 뚝섬로52길 66(자양동),,서울특별시 광진구,02-450-7227,37.52921552,127.077668,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구1인가구지원센터(제2센터-1,4F_마을자치실_1,서울특별시,광진구,서민·복지시설,서울특별시 광진구,,,서울특별시 광진구 용마산로 127,,과학기술정보통신부(LGU+),1544-8585,37.56507066,127.085843,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,자양고교앞,05-212정류장,서울특별시,광진구,교통시설,과학기술정보통신부,,,서울특별시 광진구 뚝섬로 545(자양동),,과학기술정보통신부,1588-9010,37.53457909,127.0711714,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,해오름공원,광진구 중곡4동 100-16 CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 영화사로5길 19(중곡동),,서울특별시 광진구,02-450-7227,37.557,127.092,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,건대입구역(양꼬치거리 및 로데오거리) (옥외71),CCTV생활방범-199,서울특별시,광진구,관광,과학기술정보통신부,,,서울특별시 광진구 아차산로 200(자양동),,과학기술정보통신부,1588-9010,37.5399384,127.067481,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,자양제1동 주민센터,도서관,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 자양로13길 37(자양동),,서울특별시 광진구,02-450-7227,37.534485,127.0824046,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,뚝섬한강공원-13,뚝섬 1주차장_1,서울특별시,광진구,편의시설,서울특별시 광진구,,,서울특별시 광진구 자양동 427-6,,과학기술정보통신부(LGU+),1544-8585,37.529142,127.074306,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,행복한지역아동센터,복도중앙,서울특별시,광진구,서민·복지시설,서울특별시,,,서울특별시 광진구 광나루로37길 43(구의동),,서울특별시,02-2133-1354,37.54659,127.08878,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,장미공원,"구의3동 590-2, 장미공원 앞 삼거리 방범 CCTV",서울특별시,광진구,기타,서울시(SKT),,,서울특별시 광진구 구의강변로3길 38(구의동),,서울시(SKT),02-2133-1354,37.536486,127.090285,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구보훈회관,복도,서울특별시,광진구,서민·복지시설,서울특별시,,,"서울특별시 광진구 아차산로 630 3,4,5층,지하층",,서울특별시,02-2133-1354,37.548786,127.10798,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,대한노인회광진구지회-1,4F_지회장실 테이블_1,서울특별시,광진구,서민·복지시설,서울특별시 광진구,,,서울특별시 광진구 광장로 62,,과학기술정보통신부(LGU+),1544-8585,37.54718268,127.1040433,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구의회,구의회 사무국,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 능동로 76(자양동),,서울특별시 광진구,02-450-7227,37.5373528,127.0705247,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,면곡시장,"답십리로 368(중곡동 580-1, 생활방범-284)",서울특별시,광진구,서민·복지시설,서울시(SKT),,,서울특별시 광진구 답십리로 368(중곡동),,서울시(SKT),02-2133-1354,37.5715186,127.080665,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,건대입구역(양꼬치거리 및 로데오거리) (옥외60),CCTV주정차위반-032,서울특별시,광진구,관광,과학기술정보통신부,,,서울특별시 광진구 아차산로 219-2(화양동),,과학기술정보통신부,1588-9010,37.5409518,127.0680589,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,뚝섬한강공원-70,가로등a86 상단_3,서울특별시,광진구,편의시설,서울특별시 광진구,,,서울특별시 광진구 강변북로 139,,과학기술정보통신부(LGU+),1544-8585,37.55471849,126.8959512,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,아차산정보화교육장,내부,서울특별시,광진구,관공서,과학기술정보통신부(SKT),,,서울특별시 광진구 자양로47길 9-4(구의동),,과학기술정보통신부(SKT),02-2133-1354,37.5521669,127.0916438,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,국민은행자양지점(05551),"자양동 606-11, 파리바게트앞 교통단속 CCTV",서울특별시,광진구,교통시설,서울시(SKT),,,서울특별시 광진구 뚝섬로 628(자양동),,서울시(SKT),02-2133-1354,37.532062,127.079198,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,중곡종합건강센터,3층,서울특별시,광진구,서민·복지시설,과학기술정보통신부(LGU+),,,서울특별시 광진구 긴고랑로 110(중곡동),,과학기술정보통신부(LGU+),1544-8585,37.5593964,127.0871141,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,진성지역아동센터,집단지도실,서울특별시,광진구,서민·복지시설,서울특별시,,,서울특별시 광진구 용마산로26길 10(중곡동),,서울특별시,02-2133-1354,37.567104,127.08697,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구보훈회관,복도,서울특별시,광진구,서민·복지시설,서울특별시,,,"서울특별시 광진구 아차산로 630 3,4,5층,지하층",,서울특별시,02-2133-1354,37.548786,127.10798,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,신성시장-2,중곡4-569_1,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 영화사로 17 새마을금고 앞,,과학기술정보통신부(LGU+),1544-8585,37.5577985,127.0894369,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진문화예술회관,4층 여휴게실,서울특별시,광진구,지역문화시설,과학기술정보통신부(SKT),,,서울특별시 광진구 능동로 76(자양동),,과학기술정보통신부(SKT),080-011-6000,37.5376439,127.0706037,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,건대입구역-6,시설방범015_1,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 자양동 1-6,,과학기술정보통신부(LGU+),1544-8585,37.54022,127.069261,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,군자동 주민센터,도서관,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 면목로 13(군자동),,서울특별시 광진구,02-450-7227,37.55553,127.0755,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,중곡종합사회복지관,실내,서울특별시,광진구,서민·복지시설,과학기술정보통신부,,,서울특별시 광진구 용마산로3길 62(중곡동),,과학기술정보통신부,1588-9010,37.556686,127.08484,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,용마산 근린공원,아차산생태공원,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 워커힐로 130,,서울특별시 광진구,02-450-7227,37.552405,127.100628,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,중곡역-10,어린이043_1,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 중곡동 30-79 (서문사랑약국 건너편 3. 공원,,과학기술정보통신부(LGU+),1544-8585,37.56609269,127.0850958,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진청소년센터-1,1F_로비 화장실 앞_2,서울특별시,광진구,서민·복지시설,서울특별시 광진구,,,서울특별시 광진구 구천면로 2,,과학기술정보통신부(LGU+),1544-8585,37.54631861,127.1065549,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진노인종합복지관,3층 당구장,서울특별시,광진구,서민·복지시설,과학기술정보통신부(SKT),,,서울특별시 광진구 군자로 88(군자동),,과학기술정보통신부(SKT),080-011-6000,37.5511542,127.071585,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,스마트폴(군자1),생활방범-군자-600,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 군자로 11길 11,,서울특별시 광진구,02-450-7227,37.550798,127.07038,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,중랑천 뚝방길 (옥외35),중곡제방길 7,서울특별시,광진구,기타,과학기술정보통신부,,,서울특별시 광진구 동일로 449(중곡동),,과학기술정보통신부,1588-9010,37.5705212,127.0792294,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,뚝섬한강공원-86,벽천나들목 입구 앞_1,서울특별시,광진구,편의시설,서울특별시 광진구,,,서울특별시 광진구 강변북로 139,,과학기술정보통신부(LGU+),1544-8585,37.5319324,127.0631115,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,중랑천 뚝방길 (옥외27),동명쇼바 뒤,서울특별시,광진구,기타,과학기술정보통신부,,,서울특별시 광진구 동일로 427(중곡동),,과학기술정보통신부,1588-9010,37.5686194,127.0783738,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,어린이대공원,후문입구,서울특별시,광진구,기타,서울특별시,,,서울특별시 광진구 능동로 216(능동),,서울특별시,02-2133-1354,37.55094,127.08556,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,자양건강센터,2층 드림스타트 창고,서울특별시,광진구,관공서,과학기술정보통신부(LGU+),,,서울특별시 광진구 아차산로24길 17(자양동),,과학기술정보통신부(LGU+),1544-8585,37.5403751,127.0649191,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구치매안심센터,3층 복도중앙,서울특별시,광진구,서민·복지시설,서울특별시,,,서울특별시 광진구 긴고랑로 110(중곡동),,서울특별시,02-2133-1354,37.55936,127.08711,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,노유산어린이공원,광진구 아차산로32길 17(자양4동 5-7) CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 아차산로34길 20-19(자양동),,서울특별시 광진구,02-450-7227,37.539,127.069,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,건대입구역(양꼬치거리 및 로데오거리) (옥외86),CCTV생활방범-217,서울특별시,광진구,관광,과학기술정보통신부,,,서울특별시 광진구 자양동842-38,,과학기술정보통신부,1588-9010,37.5379084,127.0654764,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,벤처창업지원센터,사무실,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 광나루로 474(구의동),,서울특별시 광진구,02-450-7227,37.54511,127.08171,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,강변역(동서울터미널) (옥외22),7번 승강장,서울특별시,광진구,교통시설,과학기술정보통신부,,,서울특별시 광진구 강변역로 50(구의동),,과학기술정보통신부,1588-9010,37.5348316,127.0935165,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구민체육센터,대체육관 입구,서울특별시,광진구,지역문화시설,서울특별시 광진구,,,서울특별시 광진구 구천면로 14(광장동),,서울특별시 광진구,02-450-7227,37.54599901,127.1068227,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구청(미가로) (옥외16),CCTV생활방범-015,서울특별시,광진구,관광,과학기술정보통신부,,,서울특별시 광진구 아차산로57길 14(구의동),,과학기술정보통신부,1588-9010,37.5390891,127.088309,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,아차산역-11,시설02_1,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 구의동 96,,과학기술정보통신부(LGU+),1544-8585,37.55213272,127.089851,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,워커힐실버타운,"구의동 16-3, 2층 담화실",서울특별시,광진구,서민·복지시설,서울특별시,,,서울특별시 광진구 워커힐로 93(구의동),,서울특별시,02-2133-1354,37.55129,127.09679,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,중곡역-26,어린이181_1,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 중곡동 18-137,,과학기술정보통신부(LGU+),1544-8585,37.565295,127.087947,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,건대입구역(양꼬치거리 및 로데오거리) (옥외2),CCTV어린이보호-203,서울특별시,광진구,관광,과학기술정보통신부,,,서울특별시 광진구 아차산로 191(화양동),,과학기술정보통신부,1588-9010,37.5424434,127.0650724,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,대원경로당,경로당 내부 천장 모서리,서울특별시,광진구,지역문화시설,서울특별시 광진구,,,서울특별시 광진구 긴고랑로36길 57-27(중곡동),,서울특별시 광진구,02-450-7227,37.557626,127.0916672,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구청 민원복지동(좌),스마트정보과,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 자양로 117(자양동),,서울특별시 광진구,02-450-7227,37.538532,127.082375,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,능동로 전통시장,전통시장,서울특별시,광진구,서민·복지시설,서울특별시 광진구,,,서울특별시 광진구 능동로13길 30(화양동),,서울특별시 광진구,02-450-7227,37.543427,127.070625,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,구의제3동 주민센터,민원실,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 강변역로 17(구의동),,서울특별시 광진구,02-450-7227,37.538066,127.0918804,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구청 행정지원동,뉴미디어팀,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 자양로 117(자양동),,서울특별시 광진구,02-450-7227,37.538532,127.082375,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,강변역(동서울터미널) (옥외27),34번 승강장,서울특별시,광진구,교통시설,과학기술정보통신부,,,서울특별시 광진구 강변역로 50(구의동),,과학기술정보통신부,1588-9010,37.5330418,127.0929635,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구보훈회관,복도,서울특별시,광진구,서민·복지시설,서울특별시,,,"서울특별시 광진구 아차산로 630 3,4,5층,지하층",,서울특별시,02-2133-1354,37.548786,127.10798,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,군자역(능동 맛의거리) (옥외2),CCTV생활방범-116,서울특별시,광진구,관광,과학기술정보통신부,,,서울특별시 광진구 능동로36길 12(능동),,과학기술정보통신부,1588-9010,37.556171,127.0797622,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구 보건소,건강관리과,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 자양로 117(자양동),,서울특별시 광진구,02-450-7227,37.538532,127.082375,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,중랑천 뚝방길 (옥외8),치수과 CCTV,서울특별시,광진구,기타,과학기술정보통신부,,,서울특별시 광진구 중곡동 594-3,,과학기술정보통신부,1588-9010,37.5668607,127.0773927,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구청(미가로) (옥외22),CCTV생활방범-035,서울특별시,광진구,관광,과학기술정보통신부,,,서울특별시 광진구 아차산로51길 23(구의동),,과학기술정보통신부,1588-9010,37.5381237,127.0849939,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,용마산 근린공원,아차산생태공원,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 워커힐로 132,,서울특별시 광진구,02-450-7227,37.551544,127.099888,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진정보도서관,영상감상실 좌측,서울특별시,광진구,지역문화시설,과학기술정보통신부,,,서울특별시 광진구 아차산로 78길 90,,과학기술정보통신부,1544-8585,37.551084,127.11057,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,아차산배수지공원 (옥외4),아차산 배수지 체육시설 운영사무실,서울특별시,광진구,관공서,과학기술정보통신부,,,서울특별시 광진구 천호대로 731(구의동),,과학기술정보통신부,1588-9010,37.548065,127.097054,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,중곡역-22,어린이184_1,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 용마산로 24길 6,,과학기술정보통신부(LGU+),1544-8585,37.56514523,127.0870234,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구청 민원복지동(우),주택관리과,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 자양로 117(자양동),,서울특별시 광진구,02-450-7227,37.538532,127.082375,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,약초원근린공원,광진구 자양3동 553-22 CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 뚝섬로 520-4(자양동),,서울특별시 광진구,02-450-7227,37.535,127.068,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,자양종합사회복지관,실내,서울특별시,광진구,서민·복지시설,과학기술정보통신부,,,서울특별시 광진구 자양번영로 35(자양동),,과학기술정보통신부,1588-9010,37.532898,127.075233,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,인구보건복지협회서울지회,내부,서울특별시,광진구,기타,과학기술정보통신부(LGU+),,,서울특별시 광진구 긴고랑로13길 62(중곡동),,과학기술정보통신부(LGU+),1544-8585,37.5650334,127.0831936,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광장종합사회복지관,실내,서울특별시,광진구,서민·복지시설,과학기술정보통신부,,,서울특별시 광진구 아차산로66길 8(광장동),,과학기술정보통신부,1588-9010,37.541108,127.097339,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구 보건소,기관실,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 자양로 117(자양동),,서울특별시 광진구,02-450-7227,37.538532,127.082375,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,군자역(능동 맛의거리) (옥외12),CCTV생활방범-531,서울특별시,광진구,관광,과학기술정보통신부,,,서울특별시 광진구 군자로 183(군자동),,과학기술정보통신부,1588-9010,37.5568467,127.0782268,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진노인종합복지관,1층 로비지원센터앞벽면,서울특별시,광진구,서민·복지시설,과학기술정보통신부(SKT),,,서울특별시 광진구 군자로 88(군자동),,과학기술정보통신부(SKT),080-011-6000,37.5511542,127.071585,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,자양종합사회복지관,실내,서울특별시,광진구,서민·복지시설,과학기술정보통신부,,,서울특별시 광진구 자양번영로 35(자양동),,과학기술정보통신부,1588-9010,37.532898,127.075233,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광나루시민안전체험관,지하1층 라이드영상관 앞,서울특별시,광진구,지역문화시설,서울특별시,,,서울특별시 광진구 능동로 238(능동),,서울특별시,02-2133-1354,37.551456,127.07718,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,KS빌딩,가로경관과,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 자양로 131(자양동),,서울특별시 광진구,02-450-7227,37.539436,127.082886,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,능동주민센터,지하1층,서울특별시,광진구,관공서,과학기술정보통신부(SKT),,,서울특별시 광진구 천호대로112길 55(능동),,과학기술정보통신부(SKT),02-2133-1354,37.5537579,127.0805284,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구청 민원복지동(우),세무과,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 자양로 117(자양동),,서울특별시 광진구,02-450-7227,37.538532,127.082375,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구청(미가로) (옥외19),CCTV생활방범-539,서울특별시,광진구,관광,과학기술정보통신부,,,서울특별시 광진구 구의로 9(구의동),,과학기술정보통신부,1588-9010,37.5388357,127.0892338,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,자양4동주민센터도서관,내부,서울특별시,광진구,지역문화시설,서울특별시 광진구,,,서울특별시 광진구 뚝섬로26길 58(자양동),,서울특별시 광진구,02-450-7227,37.53437656,127.0661454,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,자양종합사회복지관,지하1층 식당중앙,서울특별시,광진구,서민·복지시설,서울특별시,,,서울특별시 광진구 자양번영로 35(자양동),,서울특별시,02-2133-1354,37.532845,127.075554,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,중곡2동주민센터도서관,우리동네키움센터 내부,서울특별시,광진구,지역문화시설,서울특별시 광진구,,,서울특별시 광진구 능동로 347(중곡동),,서울특별시 광진구,02-450-7227,37.56046351,127.0810369,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,중곡제2동주민센터,2층,서울특별시,광진구,관공서,과학기술정보통신부(LGU+),,,서울특별시 광진구 능동로 346(중곡동),,과학기술정보통신부(LGU+),1544-8585,37.560273,127.0815263,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,아차산역-4,생활방범235_1,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 구의동 93 아차산 부동산 앞 전봇대,,과학기술정보통신부(LGU+),1544-8585,37.55258286,127.0903224,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,용마산 근린공원,긴고랑계곡,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 중곡4동 143-131,,서울특별시 광진구,02-450-7227,37.562463,127.096206,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진구청 행정지원동,홍보담당관,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 자양로 117(자양동),,서울특별시 광진구,02-450-7227,37.538532,127.082375,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,건대입구역(양꼬치거리 및 로데오거리) (옥외12),CCTV생활방범-325,서울특별시,광진구,관광,과학기술정보통신부,,,서울특별시 광진구 아차산로29길 12(화양동),,과학기술정보통신부,1588-9010,37.5413689,127.0683048,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진시니어클럽,3층복도중앙,서울특별시,광진구,서민·복지시설,서울특별시,,,서울특별시 광진구 자양번영로7길 16-9(자양동),,서울특별시,02-2133-1354,37.536247,127.075516,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,명성공원,구의동 249-25 CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 자양로26길 49-11(구의동),,서울특별시 광진구,02-450-7227,37.5415552,127.086765,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,광진문화예술회관,지하1층 헬스장,서울특별시,광진구,지역문화시설,과학기술정보통신부(SKT),,,서울특별시 광진구 능동로 76(자양동),,과학기술정보통신부(SKT),080-011-6000,37.5376439,127.0706037,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,웰츠타워,문화예술과,서울특별시,광진구,관공서,서울특별시 광진구,,,"서울특별시 광진구 자양로 116(구의동, 웰츠타워)",,서울특별시 광진구,02-450-7227,37.538357,127.08385,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,희망샘지역아동센터-1,3F_프로그램실_1,서울특별시,광진구,서민·복지시설,서울특별시 광진구,,,서울특별시 광진구 긴고랑로 137,,과학기술정보통신부(LGU+),1544-8585,37.5590498,127.0902856,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,배나무터어린이공원,광진구 동일로76나길 20(중곡3동 695) CCTV,서울특별시,광진구,기타,서울시(SKT),,,"서울특별시 광진구 동일로76나길 3(중곡동, 수현빌라)",,서울시(SKT),02-2133-1354,37.568,127.08,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,중랑천 뚝방길 (옥외31),중곡동 261-5 뚝방길,서울특별시,광진구,기타,과학기술정보통신부,,,"서울특별시 광진구 동일로 395(중곡동, 우성빌라)",,과학기술정보통신부,1588-9010,37.5663555,127.0771136,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,뚝섬한강공원-64,가로등a34 상단_2,서울특별시,광진구,편의시설,서울특별시 광진구,,,서울특별시 광진구 강변북로 139,,과학기술정보통신부(LGU+),1544-8585,37.53839899,126.9021281,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,뚝섬한강공원-40,가로등b74_3,서울특별시,광진구,편의시설,서울특별시 광진구,,,서울특별시 광진구 강변북로 139,,과학기술정보통신부(LGU+),1544-8585,37.52943,127.069292,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
3040000,2.0243E+17,용마산 근린공원,아차산배수지체육공원,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 천호대로 734,,서울특별시 광진구,02-450-7227,37.547583,127.098113,2024-07-23,I,2026-05-15 18:45,2024-07-24 10:39
